Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Exam_Score,Extracurricular_Activities_No,Extracurricular_Activities_Yes,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male,Internet_Access_No,Internet_Access_Yes,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near,Learning_Disabilities_No,Learning_Disabilities_Yes
16,94,0,0,9,76,2,0,1,0,2,1,70,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
33,61,2,2,7,99,0,2,2,0,3,0,70,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
24,84,0,1,7,65,1,3,2,0,3,1,69,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
8,71,0,1,8,75,2,0,2,0,3,1,61,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
21,94,2,2,7,96,1,0,2,2,2,2,69,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
16,71,0,2,5,73,2,1,2,2,0,1,63,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
25,87,2,1,7,74,1,0,2,0,4,1,67,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
19,69,2,2,7,61,0,3,0,0,4,1,66,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
23,61,1,2,9,58,2,4,2,2,2,1,63,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
25,76,2,0,4,78,2,2,2,2,3,1,68,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
13,72,0,0,7,66,2,0,1,0,4,2,65,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
18,92,1,2,8,54,2,1,2,2,3,1,67,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
17,92,1,1,8,75,2,2,2,0,3,2,68,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
16,78,2,0,6,83,2,0,1,1,3,0,64,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
31,84,2,2,5,87,0,0,2,2,3,0,71,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
22,84,2,2,6,92,1,0,2,2,5,1,69,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
12,93,2,2,9,74,1,1,2,2,3,2,67,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
26,77,1,2,4,70,1,2,0,1,3,0,65,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
33,71,1,2,5,84,2,1,2,2,2,1,68,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
26,71,0,2,6,51,1,1,0,2,3,2,67,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0
11,81,2,2,6,82,0,3,2,0,4,1,67,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
17,78,2,0,7,70,2,2,1,0,3,1,66,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
28,78,0,2,9,73,0,2,2,2,4,0,70,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
16,64,0,1,5,65,2,3,2,0,4,2,65,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
23,89,1,1,7,56,1,4,2,1,4,2,69,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0
25,69,2,2,7,70,1,1,0,0,4,1,65,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0
14,68,0,2,6,65,2,1,0,2,3,0,63,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
20,77,2,2,5,98,1,2,1,0,2,2,67,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1,69,0,2,6,97,2,1,1,2,3,1,61,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
14,83,2,1,6,82,2,0,2,2,2,1,65,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
18,75,1,0,8,95,2,1,1,1,2,0,66,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
13,78,2,0,8,88,0,0,0,1,3,0,66,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,81,2,1,5,67,2,1,0,0,1,1,69,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
11,68,2,2,6,80,2,2,2,2,3,0,63,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
17,66,1,0,6,61,2,1,0,2,6,2,65,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
21,95,1,1,10,84,1,0,0,2,4,1,67,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
29,77,0,0,7,52,2,2,0,2,3,1,69,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1
11,76,1,2,5,92,2,4,2,1,2,2,65,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
27,61,2,2,6,79,2,1,1,2,3,1,65,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
20,80,0,1,6,53,2,0,1,2,2,0,65,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
14,82,2,0,8,94,1,2,1,0,5,0,67,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
21,88,2,0,7,93,2,4,1,2,3,1,72,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
16,67,2,0,7,89,0,3,1,2,3,0,66,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
20,70,2,2,7,84,1,2,2,0,4,0,65,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
18,92,0,2,7,70,2,1,1,2,3,1,69,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
21,98,2,1,4,57,2,2,0,1,2,1,68,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
24,65,2,1,7,64,1,1,0,2,1,2,64,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,80,1,0,6,67,2,3,2,2,4,0,69,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
13,69,2,1,5,68,1,0,0,2,1,1,59,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1
33,62,0,2,10,78,2,0,2,2,3,1,68,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
8,73,2,2,7,60,2,0,0,2,3,1,60,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
19,66,2,0,7,59,2,1,0,2,3,1,62,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
24,88,1,2,6,86,1,0,1,1,3,0,67,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
22,81,1,0,8,50,0,4,2,2,5,1,68,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0
16,66,2,0,5,57,0,3,2,2,3,1,64,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
19,60,2,0,7,72,0,3,1,0,3,1,65,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
17,92,1,1,6,57,2,2,2,2,2,1,65,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
16,67,0,2,8,98,2,0,1,1,3,1,63,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
25,84,2,1,6,84,1,2,2,0,3,1,70,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
22,73,1,2,9,72,1,3,2,2,3,1,66,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
16,83,2,0,7,56,1,4,0,2,3,1,68,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
25,73,1,1,8,69,2,3,2,2,3,1,66,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
22,63,1,1,8,83,2,3,2,2,1,0,63,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
25,69,0,2,9,98,2,1,1,2,3,0,66,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1
24,68,2,2,6,74,2,1,2,2,3,1,65,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
15,77,2,2,8,85,0,1,1,2,2,2,66,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
17,86,0,1,4,60,0,2,0,1,3,0,67,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
24,71,2,2,7,81,2,0,1,2,3,1,66,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
24,60,1,2,6,62,0,4,1,0,3,1,63,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
20,81,2,2,5,60,1,3,2,2,4,1,66,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
21,84,2,2,6,75,1,1,0,2,3,0,67,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
28,99,2,2,6,61,2,1,1,2,3,1,71,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
16,84,2,0,7,86,2,1,1,2,2,1,67,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
23,79,2,0,6,97,2,1,0,1,4,1,69,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
19,83,2,2,7,70,2,2,1,2,4,2,67,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1
19,97,0,2,6,66,0,2,2,2,2,0,72,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
27,93,0,1,6,59,0,2,1,2,4,1,70,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
25,73,2,0,7,70,1,0,1,2,4,2,67,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
25,69,1,0,7,78,2,0,1,0,3,1,64,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
28,71,2,2,8,69,0,1,2,0,1,0,67,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20,80,1,0,8,81,2,3,2,2,4,2,69,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
18,80,2,2,8,55,1,2,1,1,3,1,63,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
22,63,2,0,7,85,2,4,0,0,3,0,68,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
19,89,0,2,7,95,2,0,2,2,3,1,70,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
21,92,2,1,8,51,1,0,2,2,2,0,66,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
24,72,0,0,6,78,0,0,1,0,6,1,68,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
15,87,0,1,4,80,0,0,1,2,3,0,67,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
33,77,1,0,5,85,2,0,1,2,5,1,69,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
14,96,2,1,9,69,0,0,2,2,3,0,66,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1
13,94,2,2,7,91,1,3,1,2,3,1,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
27,81,2,2,7,77,2,2,2,1,2,2,69,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
25,88,2,2,7,70,1,1,2,2,3,2,70,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
24,95,2,0,8,86,0,1,2,0,3,0,74,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
24,80,2,0,7,96,0,0,1,0,0,0,70,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
20,73,2,2,7,91,1,1,2,0,2,2,66,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
15,90,0,2,8,97,2,1,1,0,3,0,69,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
20,69,2,0,6,63,1,0,1,2,3,2,64,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
16,76,1,0,8,56,2,1,1,2,1,1,62,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
26,95,1,0,7,77,2,0,2,2,3,1,70,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
19,89,0,2,7,52,2,2,2,2,4,1,68,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
15,76,2,2,6,84,1,0,2,0,3,0,65,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
18,69,0,0,7,62,1,3,2,2,3,1,65,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
22,74,0,0,6,73,1,3,0,0,4,2,71,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
17,71,0,2,9,83,1,2,2,2,5,1,66,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
15,67,2,2,4,74,2,0,1,2,3,0,61,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
21,90,1,2,8,62,1,2,2,0,5,1,67,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1
21,70,1,0,4,94,2,0,1,0,2,0,65,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
17,78,2,0,8,88,2,0,1,2,3,1,65,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
17,75,2,0,6,80,2,1,1,2,5,1,65,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0
21,99,2,2,8,85,0,4,2,2,4,1,73,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
11,76,2,2,7,71,2,1,2,1,2,0,62,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
12,63,2,0,5,69,1,0,2,0,2,0,60,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
16,64,1,2,9,58,1,1,2,2,3,0,61,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
19,84,1,2,8,90,0,2,1,2,3,2,67,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
22,84,0,2,8,69,2,3,2,0,4,0,70,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
29,77,1,0,6,85,2,1,2,2,1,0,69,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
25,77,2,1,8,65,0,0,2,2,5,0,66,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0
19,62,2,2,5,90,1,2,1,0,3,0,64,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
20,81,0,2,4,55,2,1,0,2,2,2,68,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
14,80,0,2,5,81,2,1,1,2,4,2,67,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
20,66,2,2,6,90,0,0,2,2,1,0,64,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
18,64,2,2,6,83,0,2,1,2,2,0,65,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
22,65,1,0,6,85,2,2,0,2,3,2,66,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
23,84,0,2,6,78,1,2,1,1,2,1,68,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
29,68,2,0,4,53,2,1,2,2,4,1,66,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
19,70,2,2,7,63,1,3,1,1,5,1,63,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
22,67,1,2,7,86,1,1,1,2,3,1,63,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
24,98,0,2,6,97,2,1,2,2,4,0,74,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
18,94,2,0,9,77,1,1,2,0,2,0,70,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
21,69,0,0,7,86,2,2,1,2,3,1,68,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
20,73,2,2,7,84,2,0,2,2,4,2,66,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
21,68,2,1,8,100,1,0,2,2,4,1,63,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
15,80,1,0,5,90,2,4,1,2,3,0,67,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
20,61,2,2,7,81,2,1,2,1,3,1,62,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
23,87,0,0,8,56,2,1,2,0,3,2,71,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
29,81,0,2,7,68,2,2,2,2,4,2,72,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
26,96,2,2,5,63,2,1,0,2,2,2,72,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
33,67,2,2,6,93,0,0,1,0,3,1,68,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
15,92,2,1,7,72,1,1,2,2,5,1,66,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
25,92,2,2,4,77,2,0,1,2,3,1,70,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
21,65,2,1,5,98,0,2,1,2,4,2,66,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
33,76,2,2,10,92,1,1,0,2,3,2,72,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0
15,67,0,2,8,89,1,0,0,0,4,1,64,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
16,71,2,2,8,51,2,0,1,2,2,2,61,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
7,82,0,0,8,56,2,0,1,2,2,1,62,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
17,76,2,0,7,87,0,1,2,0,4,1,68,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
15,98,1,2,8,71,1,1,2,2,3,1,68,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
21,65,1,2,9,56,0,1,2,2,5,1,63,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
22,99,2,1,8,87,1,1,2,2,4,1,70,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
31,69,0,1,7,60,2,1,1,2,3,2,68,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
26,91,0,2,7,79,2,1,1,2,5,1,72,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
17,74,2,2,8,87,2,4,1,1,3,0,67,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
15,66,1,0,6,80,2,1,1,2,1,0,61,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
23,94,1,2,8,100,2,0,1,2,3,2,69,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
12,72,2,1,6,72,0,2,1,0,2,1,61,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
31,86,0,0,6,66,2,3,2,2,3,0,75,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
27,83,0,1,5,60,2,0,0,1,2,0,68,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
17,79,2,1,6,75,1,1,2,0,4,1,65,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,89,2,0,10,97,0,3,2,1,6,1,75,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
19,64,1,2,6,99,2,1,2,2,3,0,64,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
27,87,2,2,8,77,2,1,1,0,4,1,70,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
10,96,0,0,6,80,2,0,2,2,4,1,67,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0
16,62,2,2,7,79,1,2,2,2,3,1,63,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
20,89,2,2,4,58,2,1,2,2,3,1,67,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
17,77,1,0,5,53,2,2,0,2,3,0,86,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
24,76,1,0,6,72,0,3,2,0,3,1,67,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
14,65,0,2,5,59,1,1,0,2,4,2,63,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
19,80,2,2,7,94,2,0,2,1,3,0,66,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
23,79,2,2,5,81,2,1,2,2,3,1,67,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
24,91,2,2,7,52,1,0,0,0,4,0,69,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
13,70,0,0,6,81,2,2,2,1,2,2,66,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
11,79,2,2,7,81,2,1,0,2,2,1,64,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
28,100,0,1,6,72,2,1,1,2,2,2,73,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
22,87,1,2,8,83,1,1,1,2,1,0,66,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
16,94,2,2,9,93,1,1,1,2,4,2,68,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
29,77,0,1,8,88,1,0,2,0,4,0,70,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
27,62,2,0,5,63,1,4,0,2,4,1,67,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
20,65,2,1,6,74,1,0,2,2,3,0,62,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
32,68,2,1,8,97,0,1,1,2,2,1,68,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
31,76,2,0,9,91,2,1,1,2,4,2,72,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
19,94,1,2,8,51,2,3,2,1,5,2,69,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
26,74,1,1,5,89,1,3,0,0,2,1,66,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
24,86,0,0,6,59,2,1,1,2,3,1,70,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
28,88,0,2,8,79,2,0,2,2,3,1,71,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
14,83,2,2,7,90,2,0,1,1,3,0,65,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
24,74,0,2,6,78,2,3,1,0,3,0,70,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
26,83,1,1,7,70,0,2,2,0,4,1,65,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1
9,74,2,0,7,66,1,1,0,0,3,1,62,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
13,63,0,2,5,65,2,2,0,2,2,1,62,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
8,100,0,2,8,92,2,1,2,0,3,2,70,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
18,65,2,0,6,91,2,5,1,2,3,0,66,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
24,63,0,1,7,91,1,4,1,2,4,1,67,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0
29,95,2,1,9,64,2,1,2,0,3,1,72,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
20,72,0,1,7,90,1,0,1,0,3,2,66,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
30,86,2,1,8,52,2,2,2,2,2,0,68,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1
12,73,0,2,5,60,2,1,1,2,4,1,62,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
10,76,1,2,8,76,2,2,0,0,3,2,64,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1
20,70,2,2,8,70,2,0,1,2,5,2,65,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
22,74,2,1,6,56,1,4,2,0,3,2,66,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
20,76,2,1,7,52,2,2,1,0,3,1,64,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
8,89,2,0,7,81,1,4,1,2,3,0,67,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
19,80,0,2,7,66,1,4,2,2,4,0,69,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
12,98,0,2,8,51,2,0,2,1,5,2,68,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
24,62,2,2,6,72,0,2,1,1,4,1,64,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
22,80,0,2,7,65,2,2,0,2,2,1,68,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
14,83,1,1,9,79,2,1,2,1,3,1,64,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
17,97,2,0,9,96,0,0,0,2,1,2,71,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
14,62,0,0,8,65,1,3,1,2,2,1,61,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
20,83,1,2,7,100,2,4,1,2,3,0,68,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
14,70,0,2,9,54,2,3,2,2,1,0,64,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
23,95,2,2,7,86,2,3,1,2,4,2,72,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
17,61,2,2,7,87,0,5,2,2,3,1,65,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
15,89,2,2,6,71,2,1,2,0,4,1,68,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
19,97,0,1,8,64,2,2,1,0,3,1,71,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
17,78,2,2,8,98,1,2,2,2,2,1,66,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
13,62,1,0,7,99,2,4,2,1,1,2,63,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
32,97,2,0,5,82,2,1,2,2,3,1,74,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
20,79,0,1,7,87,1,2,2,0,4,1,66,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1
16,61,2,1,8,91,0,2,2,0,3,0,63,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
21,88,0,2,6,90,0,2,0,2,4,1,72,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
19,79,2,0,7,100,1,1,0,0,2,0,69,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
19,65,2,0,9,91,2,1,2,0,4,0,67,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
24,69,1,0,5,83,1,3,1,2,3,1,66,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
25,63,0,2,7,69,2,0,1,0,5,1,64,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
17,83,1,2,9,80,2,4,2,0,2,0,67,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
17,85,2,1,7,94,0,4,1,2,3,0,69,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
6,93,2,2,7,52,0,0,2,2,2,0,64,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
11,94,2,1,8,66,0,1,0,1,4,1,65,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0
28,85,2,0,7,98,2,2,1,0,1,1,72,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1
30,61,1,0,8,90,2,2,1,0,2,1,66,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
19,88,2,1,7,59,2,2,1,2,3,0,66,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
23,77,0,0,7,51,2,1,1,1,3,0,67,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
22,83,2,2,8,83,0,1,0,2,3,2,69,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1
38,86,1,0,7,79,1,3,1,2,3,1,73,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
27,74,2,0,6,54,2,3,2,2,3,0,69,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
19,97,2,1,8,98,2,1,1,2,4,1,68,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
